Acc_X_1,Acc_Y_1,Acc_Z_1,Gyro_X_1,Gyro_Y_1,Gyro_Z_1,Mag_X_1,Mag_Y_1,Mag_Z_1,Acc_X_2,Acc_Y_2,Acc_Z_2,Gyro_X_2,Gyro_Y_2,Gyro_Z_2,Mag_X_2,Mag_Y_2,Mag_Z_2,Acc_X_3,Acc_Y_3,Acc_Z_3,Gyro_X_3,Gyro_Y_3,Gyro_Z_3
448.0,-16384.0,-8432.0,-488.0,-12288.0,-8045.0,-187.0,-255.0,7.0,-8632.0,-13976.0,-8528.0,260.0,-10300.0,-6143.0,-162.0,-211.0,16.0,-4.09,7.18,7.1,-0.78,1.53,0.11
128.0,-32512.0,16.0,200.0,275.0,680.0,-173.0,-254.0,6.0,-11888.0,-15320.0,-9608.0,-1733.0,6231.0,6452.0,-164.0,-213.0,7.0,-4.93,7.69,3.38,0.71,-1.15,-0.14
-1024.0,-18400.0,-6112.0,-4096.0,17180.0,514.0,-184.0,-244.0,17.0,976.0,-17448.0,-4864.0,-4520.0,18474.0,9501.0,-145.0,-241.0,28.0,-3.14,9.53,0.98,0.99,-1.85,-0.07
136.0,-15864.0,-3576.0,-3056.0,67.0,548.0,-127.0,-372.0,-0.0,6504.0,-14304.0,-3408.0,-2158.0,13151.0,6944.0,-84.0,-289.0,40.0,-2.07,9.16,-2.6,0.56,-1.4,0.04
13320.0,-30400.0,-6784.0,1044.0,-1980.0,10.0,-56.0,-376.0,8.0,12744.0,-13592.0,-4976.0,1437.0,-3241.0,-1401.0,-58.0,-296.0,43.0,0.86,10.76,-2.46,-0.18,0.52,0.06
9000.0,-16896.0,-6648.0,67.0,1036.0,-10072.0,-124.0,-380.0,1.0,8400.0,-16536.0,-4448.0,2412.0,-16854.0,-9608.0,-95.0,-267.0,46.0,-0.65,10.42,-2.61,-1.3,2.64,0.05
2832.0,-31744.0,-4056.0,142.0,-13552.0,-16384.0,-188.0,-248.0,16.0,-3032.0,-16408.0,-3488.0,990.0,-12205.0,-12688.0,-161.0,-210.0,17.0,-8.04,7.82,3.79,-1.35,1.09,-0.06
536.0,-32384.0,640.0,261.0,-24272.0,-7163.0,-192.0,-256.0,-40.0,-16072.0,-16696.0,-11824.0,5389.0,-16303.0,-4360.0,-176.0,-176.0,-7.0,-7.23,6.72,7.29,-0.29,1.2,0.08
-14080.0,-32256.0,-11992.0,-2159.0,13450.0,1061.0,-192.0,-252.0,-30.0,-10096.0,-17712.0,-9824.0,-4753.0,16961.0,10161.0,-180.0,-177.0,-3.0,-3.28,8.72,4.95,1.05,-1.79,-0.19
-0.0,-0.0,-0.0,-0.0,-0.0,9216.0,-0.0,16388.0,21.0,2904.0,-16968.0,-1472.0,-5548.0,19374.0,12668.0,-158.0,-235.0,13.0,-4.08,8.7,-2.12,1.14,-2.07,-0.04
32.0,-31464.0,-3968.0,131.0,10372.0,520.0,-128.0,-384.0,18.0,13160.0,-13544.0,-2176.0,-524.0,9604.0,5739.0,-100.0,-277.0,41.0,-0.22,9.55,-3.53,0.49,-1.13,0.06
13632.0,-16360.0,-6400.0,152.0,-10978.0,-5936.0,-128.0,-375.0,-0.0,12264.0,-13984.0,-4504.0,2003.0,-11830.0,-6914.0,-79.0,-279.0,33.0,-0.18,10.09,-2.77,-0.86,2.3,-0.08
1088.0,-18272.0,-8184.0,116.0,-0.0,-11758.0,-182.0,-256.0,1.0,4992.0,-19072.0,-5392.0,4603.0,-13615.0,-11127.0,-153.0,-225.0,25.0,-4.12,10.93,-0.83,-1.54,1.66,-0.1
3624.0,-32376.0,-6144.0,584.0,-16384.0,-15344.0,-255.0,-244.0,-44.0,-6544.0,-16384.0,-5336.0,2410.0,-14733.0,-11301.0,-186.0,-171.0,-9.0,-4.47,6.8,6.36,-1.18,1.76,0.16
-17912.0,-32000.0,-0.0,8.0,-14350.0,6.0,-188.0,-252.0,-48.0,-18256.0,-15840.0,-11248.0,7326.0,-9305.0,1029.0,-180.0,-147.0,-39.0,-7.24,4.96,7.15,-0.01,0.13,-0.12
-8160.0,-19456.0,-10016.0,-3328.0,18460.0,2304.0,-254.0,-248.0,-58.0,-5792.0,-20432.0,-7784.0,-4854.0,21723.0,11789.0,-188.0,-173.0,-31.0,-2.28,10.89,3.32,1.38,-2.51,-0.26
288.0,-32640.0,-2560.0,-5972.0,518.0,1168.0,-190.0,-240.0,8.0,4376.0,-15192.0,-2496.0,-4935.0,15975.0,9516.0,-179.0,-223.0,21.0,-3.27,8.39,-1.19,1.01,-1.63,-0.09
